-0.187500, 0.281250, 0.039062, 0.250000, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,64
-0.164062, 0.062500, -0.023438, 0.500000, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,71
0.023438, -0.023438, 0.000000, 0.083333, -1.000000, -1.000000, 0.250000, 0.500000, 0.500000, 0.750000,15
-0.023438, 0.671875, 0.109375, 0.333333, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,11
-0.203125, 0.234375, -0.015625, 0.333333, -1.000000, -1.000000, 0.750000, 0.000000, 0.250000, 0.750000,86
-0.242188, 0.226562, 0.000000, 0.250000, -1.000000, -1.000000, 0.500000, 0.750000, 0.750000, 0.500000,56
-0.007812, 0.031250, 0.000000, 0.083333, -1.000000, -1.000000, 0.500000, 0.500000, 0.250000, 0.000000,31
0.023438, 0.015625, 0.000000, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.500000, 0.000000,69
0.000000, -0.015625, 0.000000, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.750000, 0.750000,38
0.000000, 0.070312, -0.007812, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.000000, 0.000000,69
0.031250, -0.070312, 0.000000, 0.000000, -1.000000, -1.000000, 0.500000, 0.750000, 0.750000, 0.250000,34
-0.015625, 0.093750, 0.000000, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.750000, 0.750000,66
0.015625, 0.015625, 0.007812, 0.000000, -1.000000, -1.000000, 0.500000, 0.750000, 0.750000, 0.750000,1
0.000000, -0.015625, 0.007812, 0.000000, -1.000000, -1.000000, 0.500000, 0.750000, 0.500000, 0.000000,33
-0.015625, -0.031250, -0.015625, 0.000000, -1.000000, -1.000000, 0.500000, 0.750000, 0.750000, 0.250000,84
-0.023438, 0.132812, -0.007812, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.750000, 0.750000,40
-0.085938, 0.218750, -0.015625, 0.000000, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,74
0.015625, 0.039062, 0.000000, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.500000, 0.750000,62
0.125000, -0.109375, 0.023438, 0.083333, -1.000000, -1.000000, 0.500000, 0.750000, 0.750000, 0.750000,25
-0.093750, 0.617188, -0.023438, 0.083333, -1.000000, -1.000000, 0.500000, 0.250000, 0.250000, 0.000000,4
0.070312, 0.031250, 0.023438, 0.000000, -1.000000, -1.000000, 0.250000, 0.000000, 0.250000, 0.000000,46
0.085938, -0.007812, -0.007812, 0.083333, -1.000000, -1.000000, 0.250000, 0.750000, 0.250000, 0.500000,73
-0.046875, 0.617188, 0.070312, 0.333333, -1.000000, -1.000000, 0.500000, 0.000000, 0.000000, 0.000000,12
-0.132812, 0.101562, -0.015625, 0.250000, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,31
0.070312, 0.554688, 0.015625, 0.416667, -1.000000, -1.000000, 0.250000, 0.250000, 0.000000, 0.000000,94
-0.070312, 0.789062, 0.093750, 0.250000, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,16
-0.039062, 0.148438, -0.015625, 0.083333, -1.000000, -1.000000, 0.250000, 0.500000, 0.000000, 0.000000,90
0.023438, 0.734375, 0.031250, 0.083333, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,29
-0.031250, 0.234375, 0.000000, 0.250000, -1.000000, -1.000000, 0.250000, 0.500000, 0.250000, 0.250000,13
-0.085938, 0.140625, 0.000000, 0.000000, -1.000000, -1.000000, 0.250000, 0.250000, 0.500000, 0.000000,63
0.078125, -0.070312, 0.023438, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.750000, 0.750000,76
0.070312, -0.015625, 0.000000, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.750000, 0.000000,62
0.085938, -0.015625, 0.000000, 0.166667, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,66
0.000000, 0.046875, 0.000000, 0.000000, -1.000000, -1.000000, 0.250000, 0.750000, 0.500000, 0.750000,60
-0.382812, 0.312500, 0.031250, 0.333333, -1.000000, -1.000000, 0.500000, 0.750000, 0.750000, 0.000000,47
-0.015625, 0.164062, 0.007812, 0.083333, -1.000000, -1.000000, 0.250000, 0.000000, 0.000000, 0.000000,79
